State_Name,Year,Position,Candidate,Sex,Party,Constituency_No,Constituency_Name,Candidate_Type,Constituency_Type,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Last_Party
Andaman_&_Nicobar_Islands,2019,1,KULDEEP RAI SHARMA,M,INC,1,ANDAMAN & NICOBAR ISLANDS,GEN,GEN,15,65.09,45.98,INC
Andhra_Pradesh,2019,1,GODDETI. MADHAVI,F,YSRCP,1,ARUKU,ST,ST,10,74.03,52.32,
Andhra_Pradesh,2019,1,KINJARAPU RAM MOHAN NAIDU,M,TDP,2,SRIKAKULAM,GEN,GEN,9,74.48,46.19,
Andhra_Pradesh,2019,1,Bellana Chandra Sekhar,M,YSRCP,3,VIZIANAGARAM,GEN,GEN,14,80.98,47.49,
Andhra_Pradesh,2019,1,M V V SATYANARAYANA,M,YSRCP,4,VISAKHAPATNAM,GEN,GEN,14,67.77,35.24,
Andhra_Pradesh,2019,1,Dr.Beesetti Venkata Satyavathi,F,YSRCP,5,ANAKAPALLI,GEN,GEN,10,81.41,47.33,
Andhra_Pradesh,2019,1,VANGA GEETHAVISWANATH,F,YSRCP,6,KAKINADA,GEN,GEN,15,78.95,43.54,
Andhra_Pradesh,2019,1,CHINTA ANURADHA,F,YSRCP,7,AMALAPURAM,SC,SC,10,84.47,39.42,
Andhra_Pradesh,2019,1,MARGANI BHARAT,M,YSRCP,8,RAJAHMUNDRY,GEN,GEN,11,81.5,46.55,
Andhra_Pradesh,2019,1,KANUMURU RAGHU RAMA KRISHNA RAJU,M,YSRCP,9,NARSAPURAM,GEN,GEN,15,81.8,38.14,
Andhra_Pradesh,2019,1,KOTAGIRI SRIDHAR,M,YSRCP,10,ELURU,GEN,GEN,10,83.26,50.97,
Andhra_Pradesh,2019,1,BALASHOWRY VALLABHANENI,M,YSRCP,11,MACHILIPATNAM,GEN,GEN,12,84.47,46.03,YSRCP
Andhra_Pradesh,2019,1,KESINENI SRINIVAS (NANI),M,TDP,12,VIJAYAWADA,GEN,GEN,15,77.3,45.04,TDP
Andhra_Pradesh,2019,1,Jayadev Galla,M,TDP,13,GUNTUR,GEN,GEN,19,79.21,43.5,TDP
Andhra_Pradesh,2019,1,LAVU SRI KRISHNA DEVARAYALU,M,YSRCP,14,NARASARAOPET,GEN,GEN,13,86.05,51.87,
Andhra_Pradesh,2019,1,NANDIGAM SURESH,M,YSRCP,15,BAPATLA,SC,SC,13,86.23,47.24,
Andhra_Pradesh,2019,1,MAGUNTA SREENIVASULU REDDY,M,YSRCP,16,ONGOLE,GEN,GEN,13,86.24,55.07,TDP
Andhra_Pradesh,2019,1,POCHA . BRAHMANANDA REDDY,M,YSRCP,17,NANDYAL,GEN,GEN,20,81.03,55.49,
Andhra_Pradesh,2019,1,AYUSHMAN DOCTOR SANJEEV KUMAR,M,YSRCP,18,KURNOOL,GEN,GEN,16,75.54,50.95,
Andhra_Pradesh,2019,1,TALARI RANGAIAH,M,YSRCP,19,ANANTAPUR,GEN,GEN,14,80.66,51.79,
Andhra_Pradesh,2019,1,KURUVA GORANTLA MADHAV,M,YSRCP,20,HINDUPUR,GEN,GEN,9,84.81,52.79,
Andhra_Pradesh,2019,1,Y.S.Avinash Reddy,M,YSRCP,21,KADAPA,GEN,GEN,15,78.22,63.79,YSRCP
Andhra_Pradesh,2019,1,Adala Prabhakara Reddy,M,YSRCP,22,NELLORE,GEN,GEN,13,76.94,53.13,TDP
Andhra_Pradesh,2019,1,Balli Durga Prasad Rao,M,YSRCP,23,TIRUPATI,SC,SC,12,79.59,55.03,
Andhra_Pradesh,2019,1,P.V.MIDHUN REDDY,M,YSRCP,24,RAJAMPET,GEN,GEN,9,79.15,57.35,YSRCP
Andhra_Pradesh,2019,1,N. REDDEPPA,M,YSRCP,25,CHITTOOR,SC,SC,8,84.23,52.05,
Arunachal_Pradesh,2019,1,KIREN RIJIJU,M,BJP,1,ARUNACHAL WEST,ST,GEN,7,77.26,63.02,BJP
Arunachal_Pradesh,2019,1,Tapir Gao,M,BJP,2,ARUNACHAL EAST,ST,GEN,5,86.46,52.38,BJP
Assam,2019,1,KRIPANATH MALLAH,M,BJP,1,KARIMGANJ,SC,SC,14,79.1,44.62,
